relative_path,filename,class_name,class_index,original_split,is_pre_generated_augmented,file_size_bytes,raw_sha256,corrupted,error,width,height,aspect_ratio,decoded_format,original_mode,pixel_sha256,phash256,has_exif,exif_tags,mean_intensity,std_intensity,border_mean,center_mean,border_to_center_ratio,dark_border_fraction,bright_border_fraction,status,exclusion_reason,duplicate_of,final_split,duplicate_component
data/Testing/glioma/Te-gl_160.jpg,Te-gl_160.jpg,glioma,0,Testing,False,50747,1b2c885fd4d1c4df023f0cfde39fdf707f1e81e8d59fe716080223e0a4f5b834,False,,557,641,0.8689547581903276,JPEG,RGB,485d9743af45df28b52a36c9f9344057ff77f8ce8684857939d85b5eac6cf060,40ed64cc3b926f123c0bb0ed70fd4e9033cac38fcd259c3e62618b797d269c62,False,,0.19810768961906433,0.19925916194915771,0.058936890214681625,0.3320293426513672,0.17750506103038788,0.0010416666666666667,0.0,excluded,perceptual_duplicate_group_with_label_conflict,,excluded,dup_01539
data/Testing/glioma/Te-gl_178.jpg,Te-gl_178.jpg,glioma,0,Testing,False,37700,36d2f03fd5b0ffd8a3ac1d2fe9f2c3cf4967f82751629676198f774e0ee21a9c,False,,620,415,1.4939759036144578,JPEG,RGB,e6c736923b7e90a0e430594f0eaedd6f797e0aa0e81c3a2061440520c434c45f,1a1a31c76d694cd96ce6998498d969a6679accc96dcd92c631996738e1966699,False,,0.20025083422660828,0.2751440107822418,0.07191278040409088,0.4552150368690491,0.15797540545463562,0.8494791666666667,0.00390625,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_170.jpg,excluded,dup_04999
data/Testing/glioma/Te-gl_225.jpg,Te-gl_225.jpg,glioma,0,Testing,False,16385,6864a3e2f7406bdef32f33aecfeeb19b0a5fe0ac92a6f7b09be01c2ddc255278,False,,512,512,1.0,JPEG,RGB,fc4647597b2e9849c104cddbddba722b6ee16ec8210219a6dc4669e61a83bc5f,4e906c6e392b939164e4ce1b33c61969c61d6da49c79649219e3cccf6d863679,False,,0.07928204536437988,0.12178955227136612,0.001072303974069655,0.21895776689052582,0.0048973094671964645,1.0,0.0,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_216.jpg,excluded,dup_05049
data/Testing/glioma/Te-gl_228.jpg,Te-gl_228.jpg,glioma,0,Testing,False,28239,177abe5e79819aaca240e172e350d26a7b6e4d12c1c4c9f5a16c6cbb2e2a650d,False,,310,380,0.8157894736842105,JPEG,RGB,1f8a4e2eda3f917d1a1cd1bbf501a047ed0c43664e557f49b6875945d1c2aa99,0665876d052e3f1c1affb4038b55b07f394a99ff292b8fe02c6d992034bc0f83,False,,0.36140352487564087,0.2513187527656555,0.2345210611820221,0.4858025312423706,0.4827497601509094,0.05911458333333333,0.06354166666666666,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_171.jpg,excluded,dup_05000
data/Testing/glioma/Te-gl_238.jpg,Te-gl_238.jpg,glioma,0,Testing,False,52874,75a94d8802948910edc24b520257853ad379e8be91af1393bd6b5092b23e05b1,False,,510,602,0.8471760797342193,JPEG,RGB,bb2fb0461438c218399d425e3f0f7b3a805525dac8e48292548b5c04fff0d414,1105d10b4bef92fd0e782f582c4065686c7ab3a113371b1739379e1679a76d36,False,,0.27574628591537476,0.21591323614120483,0.09914420545101166,0.33128640055656433,0.299270361661911,0.615625,0.002864583333333333,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_140.jpg,excluded,dup_04968
data/Testing/glioma/Te-gl_259.jpg,Te-gl_259.jpg,glioma,0,Testing,False,13125,9c20281ccdd53888d2ebcecc9c71521ed2431500eb4448e1b63465c050a0e59f,False,,256,256,1.0,JPEG,RGB,3e97b7df773e1be7506700a66667e2bad93e97fbdbcb8efeb0f6ea6e0f58808c,136a1b186e8164e6685f99b9397ac3d66de9861274e1ce4b6587c92d33969c34,False,,0.14806243777275085,0.15630821883678436,0.027216097339987755,0.2664349675178528,0.1021491214632988,0.9330729166666667,0.0,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_204.jpg,excluded,dup_05036
data/Testing/glioma/Te-gl_272.jpg,Te-gl_272.jpg,glioma,0,Testing,False,47089,c711a606ec66e74a2bbe5721727a3deeb2fd9e4b20aa50c99afd65d7dea42541,False,,524,581,0.9018932874354562,JPEG,RGB,6e2bd7f28abfad33b6114c6169fca0c83254251b02232c246c1c04aba3ab5c36,54400abd11fa55b22bfdc6aa0ed57f4076071852292ff51b3cba287b64a96cf1,False,,0.2551535367965698,0.18370682001113892,0.14034315943717957,0.3001962900161743,0.4675046503543854,0.5921875,0.0,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_212.jpg,excluded,dup_05045
data/Testing/glioma/Te-gl_278.jpg,Te-gl_278.jpg,glioma,0,Testing,False,36100,c3e0dfa4276ce9ec6db117fa83397c51ba751c0031b7ee044b682e34b5a82100,False,,442,426,1.0375586854460095,JPEG,RGB,0b5de6b626ac5ecf8f0bdc89048c7347c5f1e794a57e62683cf9024fb8aeea0e,1540c51e5abf0ce16b503e4e6d2370f96cb68fe564e175b267033394c4ddc613,False,,0.19018052518367767,0.22906865179538727,0.018628472462296486,0.27238914370536804,0.06838918477296829,0.9440104166666666,0.0013020833333333333,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_166.jpg,excluded,dup_04995
data/Testing/glioma/Te-gl_29.jpg,Te-gl_29.jpg,glioma,0,Testing,False,38977,c2bd43b2b8cdb63dc5b6d86fa972dbc4d8395278a5e7fac7f1c972f01921a206,False,,512,512,1.0,JPEG,RGB,1761a03fdd33175ca63c261565f4dacb00455026b2038e02dd0d47c95db5f586,14a96b2c3a567bc7653e594b25e167ace387b494861e9a589879c8631bc8c9c7,False,,0.20179970562458038,0.18304216861724854,0.05850183963775635,0.3476552963256836,0.16827541589736938,0.5283854166666667,0.0,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_270.jpg,excluded,dup_05104
data/Testing/glioma/Te-gl_303.jpg,Te-gl_303.jpg,glioma,0,Testing,False,14885,917cadd5aad4a8288a4f759d4f4a261e66c3187dbace1293b76aa8434b691b37,False,,200,249,0.8032128514056225,JPEG,RGB,53c0c4b07fbb50ad1873afbb75227d37a263a68a312813e4343f109f71162fd4,502748e36fd8b30c3d9d99193c4b66f630a460e931639b35b13ae0d76d1e999a,False,,0.34689822793006897,0.28032490611076355,0.07873673737049103,0.5975787043571472,0.1317596137523651,0.7177083333333333,0.0,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_129.jpg,excluded,dup_04955
data/Testing/glioma/Te-gl_338.jpg,Te-gl_338.jpg,glioma,0,Testing,False,47089,c711a606ec66e74a2bbe5721727a3deeb2fd9e4b20aa50c99afd65d7dea42541,False,,524,581,0.9018932874354562,JPEG,RGB,6e2bd7f28abfad33b6114c6169fca0c83254251b02232c246c1c04aba3ab5c36,54400abd11fa55b22bfdc6aa0ed57f4076071852292ff51b3cba287b64a96cf1,False,,0.2551535367965698,0.18370682001113892,0.14034315943717957,0.3001962900161743,0.4675046503543854,0.5921875,0.0,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_212.jpg,excluded,dup_05045
data/Testing/glioma/Te-gl_359.jpg,Te-gl_359.jpg,glioma,0,Testing,False,22382,d9f4b45dbd6b4583a3a2a7f3e080221f0e80be285de21fe7e37bd32b5f5d220e,False,,512,512,1.0,JPEG,RGB,4c17e68323bb98f8e3dc314826f73749444e1210c50490e3904d3783b133e69d,06a5695a390f24216cdcb1e573d3c68fcb4e9919ce2ccc742c9026e378cb33cf,False,,0.13827528059482574,0.17307148873806,0.0307710412889719,0.2755782902240753,0.11165989190340042,0.8682291666666667,0.0,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_162.jpg,excluded,dup_04991
data/Testing/glioma/Te-gl_36.jpg,Te-gl_36.jpg,glioma,0,Testing,False,25760,192cb19f45e0c2f320174ae32077f828514d07d101a3042b1064776e6bc28cd6,False,,512,512,1.0,JPEG,RGB,351f97c9974186d111117fa00b6d7fb8f7b55a8b45bc6016126a68dd60aa6df3,16f0d3a5391f6c5b61e9c5b466944962c61eb297986b635a69d4a669258ec966,False,,0.10947003215551376,0.15117940306663513,0.0024336196947842836,0.26728326082229614,0.009105021134018898,1.0,0.0,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_177.jpg,excluded,dup_05006
data/Testing/glioma/Te-gl_364.jpg,Te-gl_364.jpg,glioma,0,Testing,False,33913,8872585c004347ea73fad063e407998e62786cc8d7a0938ad85792f19a55eb0a,False,,512,512,1.0,JPEG,RGB,2af2685978b4e53eccf5839e513711d80b3348b0931e212d7cc413cf910c0183,06a5495e3e1a272139186c6ff0f835b567e036da31c3e31a670f9e1a6a6cd32c,False,,0.1431669443845749,0.15097790956497192,0.01937704160809517,0.2771580219268799,0.0699133351445198,0.87109375,0.0,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_299.jpg,excluded,dup_00693
data/Testing/glioma/Te-gl_389.jpg,Te-gl_389.jpg,glioma,0,Testing,False,17778,04aa41d8514362877d7f8fd81e543bc8584e4a6ba1ac025c2f37515f32abd9b0,False,,249,238,1.046218487394958,JPEG,RGB,425ece7276d86e0212b70e8b067cae42c95f7595a00865de80eb8034590bdd7b,00401fdd157f7ea05be89a159a62985f5968d85e99e9986859e1e9e629a52df4,False,,0.28172439336776733,0.2261812537908554,0.19258782267570496,0.35262811183929443,0.5461499691009521,0.6018229166666667,0.042708333333333334,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_32.jpg,excluded,dup_05153
data/Testing/glioma/Te-gl_59.jpg,Te-gl_59.jpg,glioma,0,Testing,False,48294,9240553fcd8fe826ed548984db69d2d0178a14adb7aba345b6e7ba539e15d71f,False,,544,564,0.9645390070921985,JPEG,RGB,3c984232d33e4a965dc6936fd824bc97f51d32741305f62bff224344bc6feea1,150ed33d4afd4bc06b429d2b2d2b87ad2db51c9634f07cd234d230d366c671e1,False,,0.25510039925575256,0.26693105697631836,0.014287173748016357,0.4274720549583435,0.033422473818063736,0.9734375,0.00859375,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_144.jpg,excluded,dup_04972
data/Testing/glioma/Te-gl_68.jpg,Te-gl_68.jpg,glioma,0,Testing,False,12469,7731e42be9ba3453360086cd91b77036dd5cacd848cb1c407887159c71222a7b,False,,236,236,1.0,JPEG,RGB,f682d089d087a7a0744eacc63a953f198fad4a113d5584838fd24f54d83232ca,10631a637f86611c6d95e463367ba6c86c848d85797ed399259ac59365b86673,False,,0.2553519606590271,0.2045750468969345,0.058805156499147415,0.45556357502937317,0.12908221781253815,0.7489583333333333,0.0,excluded,perceptual_duplicate_group_with_label_conflict,,excluded,dup_02099
data/Testing/glioma/Te-gl_72.jpg,Te-gl_72.jpg,glioma,0,Testing,False,14413,8854fba4d018533127553c10ffebacf8d730192cb6f07d957ea5d3fb48421eea,False,,236,298,0.7919463087248322,JPEG,RGB,29219df52d5d6b11c07bdcb65cfe0699516b10c9631fe0b37771da749fc4285b,453370b33afc875e6b009f08313bdc27edbd3cd324e168f416c333c2b296c349,False,,0.398805171251297,0.15411376953125,0.24592933058738708,0.5427370667457581,0.4531279504299164,0.0,0.0,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_143.jpg,excluded,dup_04971
data/Testing/glioma/Te-gl_76.jpg,Te-gl_76.jpg,glioma,0,Testing,False,71896,a146b63360e81168b723239f8c7395404d81c5cfdddb1a85feb9df8dfb46f535,False,,564,665,0.8481203007518797,JPEG,RGB,d488183060bbb24b11c71538a5d2bd390288043a5dffe3e8382f8edbea88a3c5,1105d10b4bef92fd0e782f582c4065686c7ab3a113371b1739379e1679a76d36,False,,0.2757556438446045,0.2159547060728073,0.09909927845001221,0.33128735423088074,0.29913389682769775,0.6114583333333333,0.002864583333333333,excluded,redundant_high_similarity_perceptual_duplicate,data/Testing/glioma/Te-gl_140.jpg,excluded,dup_04968
data/Testing/glioma/Te-gl_85.jpg,Te-gl_85.jpg,glioma,0,Testing,False,31080,dfe3ba072de070d1d78c367f8facb4680032ff69735adda54f57511090770be2,False,,512,512,1.0,JPEG,RGB,478f7f43fd5d34e9bb5e036b21ea310b08ae94d8fb5b595c202c8fcec1b4feba,05e83e1e7a97616869caa1e1672fe687461c961e3478d25a983999e769659987,False,,0.1270555704832077,0.1441981941461563,0.011526756919920444,0.23650334775447845,0.04873824119567871,0.89453125,0.0,excluded,redundant_exact_decoded_rgb_duplicate,data/Testing/glioma/Te-gl_253.jpg,excluded,dup_05086
